make,year,price_pkr,mileage_km,engine_cc,transmission,fuel_type,city,seller_type
Haval,2025.0,131000.0,7000.0,1500.0,Automatic,PHEV,Sialkot,Individual
Honda,2025.0,7200000.0,1.0,1500.0,Automatic,Hybrid,Lahore,Individual
Toyota,2022.0,7100000.0,51952.0,1800.0,Automatic,Petrol,Lahore,Individual
Honda,2021.0,4895000.0,70000.0,1500.0,Automatic,Petrol,Rawalpindi,Individual
MG,2021.0,6189000.0,50000.0,1500.0,Automatic,Petrol,Islamabad,Individual
Lexus,2011.0,7200000.0,205481.0,3500.0,Automatic,Hybrid,Lahore,Individual
Toyota,2015.0,4730000.0,35312.0,1300.0,Automatic,Petrol,Lahore,Individual
KIA,2025.0,4850000.0,5700.0,1400.0,Automatic,Petrol,Lahore,Individual
Suzuki,2004.0,1150000.0,312497.0,1300.0,Manual,Petrol,Rawalpindi,Individual
KIA,2021.0,7200000.0,62000.0,2400.0,Automatic,Petrol,Multan,Individual
Hyundai,2023.0,5800000.0,23468.0,1600.0,Automatic,Petrol,Karachi,Individual
Toyota,2025.0,8800000.0,48068.0,1800.0,Automatic,Hybrid,Rawalpindi,Individual
Honda,2013.0,3550000.0,110000.0,1800.0,Manual,Petrol,Lahore,Individual
Hyundai,2025.0,6950000.0,7024.0,2000.0,Automatic,Petrol,Islamabad,Individual
Toyota,2021.0,4850000.0,35700.0,1500.0,Automatic,Petrol,Lahore,Individual
Honda,2020.0,3850000.0,59000.0,1300.0,Manual,Petrol,Toba Tek Singh,Individual
Suzuki,2019.0,2400000.0,127000.0,1000.0,Manual,Petrol,Multan,Individual
Suzuki,1993.0,420000.0,500000.0,800.0,Manual,Petrol,Lahore,Individual
Daihatsu,2008.0,1050000.0,165000.0,800.0,Manual,Petrol,Lahore,Individual
Honda,2015.0,4450000.0,179000.0,1500.0,Automatic,Petrol,Lahore,Individual
Suzuki,2004.0,740000.0,200000.0,1000.0,Manual,Petrol,Bhera,Individual
Toyota,2016.0,3950000.0,92000.0,1300.0,Automatic,Petrol,Lahore,Individual
Honda,2016.0,3750000.0,100000.0,1500.0,Manual,Petrol,Lahore,Individual
Honda,2023.0,8500000.0,54000.0,1500.0,Automatic,Petrol,Peshawar,Individual
Toyota,2020.0,5350000.0,100000.0,1600.0,Automatic,Petrol,Gujranwala,Individual
Toyota,2022.0,4430000.0,52000.0,1300.0,Manual,Petrol,Bahawalnagar,Individual
Toyota,2013.0,2800000.0,148000.0,1300.0,Manual,Petrol,Islamabad,Individual
Toyota,2008.0,3100000.0,298000.0,1500.0,Automatic,Hybrid,Peshawar,Individual
Toyota,2012.0,3375000.0,170000.0,1600.0,Manual,Petrol,Rawalpindi,Individual
Honda,2021.0,4300000.0,39000.0,1200.0,Manual,Petrol,Islamabad,Individual
Toyota,2007.0,3450000.0,175000.0,1500.0,Automatic,Petrol,Rawalpindi,Individual
Suzuki,1998.0,625000.0,100000.0,1300.0,Manual,Petrol,Faisalabad,Individual
Toyota,2017.0,4200000.0,95000.0,1300.0,Manual,Petrol,Jalalpur Jattan,Individual
Suzuki,2003.0,1070000.0,999.0,1300.0,Manual,Petrol,Islamabad,Individual
United,2019.0,1050000.0,38949.0,800.0,Manual,Petrol,Lahore,Individual
Honda,2018.0,5350000.0,114587.0,1800.0,Automatic,Petrol,Islamabad,Individual
Mitsubishi,2022.0,3750000.0,49035.0,660.0,Automatic,Petrol,Gujranwala,Individual
Suzuki,2021.0,2300000.0,36000.0,660.0,Manual,Petrol,Karachi,Individual
Honda,2017.0,3400000.0,39065.0,1300.0,Manual,Petrol,Karachi,Individual
Toyota,2015.0,4500000.0,99126.0,1300.0,Automatic,Petrol,Islamabad,Individual
Toyota,2010.0,2400000.0,110199.0,1300.0,Manual,Petrol,Karachi,Individual
Toyota,2018.0,5100000.0,62282.0,1600.0,Automatic,Petrol,Lahore,Individual
Toyota,2019.0,4750000.0,89000.0,1300.0,Automatic,Petrol,Sargodha,Individual
Honda,2015.0,4550000.0,173000.0,1500.0,Automatic,Hybrid,Islamabad,Individual
Suzuki,2019.0,2200000.0,90000.0,660.0,Manual,Petrol,Lahore,Individual
Nissan,2022.0,3625000.0,35000.0,660.0,Automatic,Hybrid,Gujranwala,Individual
Nissan,2006.0,2610000.0,102000.0,1500.0,Automatic,Petrol,Gujranwala,Individual
Toyota,2014.0,340000.0,33000.0,1300.0,Manual,Petrol,Rawalpindi,Individual
Honda,2018.0,7490000.000000001,70000.0,1500.0,Automatic,Hybrid,Islamabad,Individual
Suzuki,2026.0,3100000.0,5.0,660.0,Manual,Petrol,Hyderabad,Individual
Suzuki,2012.0,1270000.0,100000.0,1000.0,Manual,Petrol,Karachi,Individual
Honda,2007.0,1700000.0,99000.0,1300.0,Automatic,Petrol,Lahore,Individual
KIA,2022.0,6900000.0,71000.0,2000.0,Automatic,Petrol,Sialkot,Individual
Honda,2022.0,5050000.0,49500.0,1500.0,Automatic,Petrol,Lahore,Individual
Suzuki,2024.0,2800000.0,19000.0,660.0,Manual,Petrol,Wazirabad,Individual
Toyota,1986.0,720000.0,100000.0,1500.0,Automatic,LPG,Peshawar,Individual
Toyota,2017.0,3700000.0,111000.0,996.0,Automatic,Petrol,Lahore,Individual
Toyota,2016.0,3700000.0,137000.0,1300.0,Manual,Petrol,Mandi bahauddin,Individual
Daihatsu,2022.0,3595000.0000000005,33000.0,660.0,Automatic,Petrol,Lahore,Individual
Toyota,2011.0,3050000.0,95000.0,1000.0,Automatic,Petrol,Lahore,Individual
Suzuki,2014.0,1550000.0,100000.0,1000.0,Manual,Petrol,Karachi,Individual
Toyota,2017.0,8500000.0,89340.0,1800.0,Automatic,PHEV,Lahore,Individual
Honda,2019.0,5350000.0,67000.0,1800.0,Automatic,Petrol,Karachi,Individual
KIA,2024.0,8000000.0,33866.0,2400.0,Automatic,Petrol,Karachi,Individual
Daihatsu,2022.0,3850000.0,42805.0,660.0,Automatic,Petrol,Peshawar,Individual
Mitsubishi,2010.0,3750000.0,125072.0,1800.0,Automatic,Petrol,Karachi,Individual
Suzuki,2020.0,2930000.0,116000.0,660.0,Automatic,Petrol,Karachi,Individual
Hyundai,2023.0,9250000.0,57000.0,2500.0,Automatic,Petrol,Lahore,Individual
Toyota,2011.0,2800000.0,184229.0,1300.0,Manual,Petrol,Lahore,Individual
Daihatsu,2021.0,4550000.0,61509.0,660.0,Automatic,Petrol,Peshawar,Individual
Suzuki,2021.0,3350000.0,65000.0,660.0,Automatic,Petrol,Gujrat,Individual
Changan,2020.0,2050000.0,44000.0,1000.0,Manual,Petrol,Karachi,Individual
Peugeot,2022.0,5850000.0,48500.0,1200.0,Automatic,Petrol,Karachi,Individual
Suzuki,2007.0,700000.0,200000.0,1000.0,Manual,CNG,Peshawar,Individual
Suzuki,2011.0,1980000.0,123000.0,1300.0,Manual,Petrol,Lahore,Individual
Nissan,1990.0,600000.0,100000.0,1000.0,Manual,Petrol,Chakwal,Individual
Honda,2017.0,3650000.0,118600.0,1500.0,Manual,Petrol,Sheikhupura,Individual
Daihatsu,2020.0,2450000.0,104000.0,660.0,Automatic,Petrol,Karachi,Individual
Hyundai,2020.0,6970000.0,43000.0,2000.0,Automatic,Petrol,Karachi,Individual
Suzuki,2008.0,1150000.0,146337.0,1000.0,Manual,Petrol,Quetta,Individual
Toyota,2013.0,3220000.0000000005,119000.0,1300.0,Manual,Petrol,Rawalpindi,Individual
Suzuki,2016.0,2250000.0,115000.0,1000.0,Manual,Petrol,Rawalpindi,Individual
Toyota,2018.0,3850000.0,217000.0,1300.0,Manual,Petrol,Chichawatni,Individual
Suzuki,2008.0,785000.0,80000.0,800.0,Manual,LPG,Lahore,Individual
Toyota,2023.0,4650000.0,40000.0,1300.0,Automatic,Petrol,Karachi,Individual
Toyota,2018.0,5100000.0,71500.0,1600.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2007.0,1500000.0,142000.0,1000.0,Manual,Petrol,Islamabad,Individual
Honda,2007.0,2700000.0,338509.0,2400.0,Automatic,Petrol,Rawalpindi,Individual
Toyota,2024.0,6350000.0,50000.0,1600.0,Automatic,Petrol,Lahore,Individual
Honda,2020.0,4125000.0,49890.0,1300.0,Automatic,Petrol,Lahore,Individual
Hyundai,2021.0,8450000.0,59932.0,2500.0,Automatic,Petrol,Islamabad,Individual
Haval,2024.0,9000000.0,33953.0,1500.0,Automatic,Petrol,Lahore,Individual
Toyota,2025.0,8050000.0,7800.0,1800.0,Automatic,Petrol,Islamabad,Individual
Toyota,2018.0,5090000.0,126547.0,1500.0,Automatic,Hybrid,Lahore,Individual
Hyundai,2023.0,5850000.0,28000.0,1600.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2016.0,1350000.0,53497.0,800.0,Manual,Petrol,Karachi,Individual
Haval,2026.0,9950000.0,3600.0,1500.0,Automatic,Petrol,Karachi,Individual
KIA,2024.0,9500000.0,64310.0,3500.0,Automatic,Petrol,Islamabad,Individual
Toyota,2018.0,9400000.0,102535.0,3000.0,Automatic,Diesel,Karachi,Individual
Suzuki,2023.0,3950000.0,46000.0,1200.0,Manual,Petrol,Faisalabad,Individual
Suzuki,2010.0,950000.0,160.0,800.0,Manual,Petrol,Hafizabad,Individual
Toyota,2020.0,5500000.0,107000.0,1300.0,Automatic,Petrol,Gujrat,Individual
Hyundai,2022.0,7150000.0,42000.0,2000.0,Automatic,Petrol,Chiniot,Individual
Daihatsu,2003.0,1400000.0,999990.0,660.0,Automatic,Petrol,Karachi,Individual
Suzuki,2015.0,2750000.0,121800.0,1300.0,Automatic,Petrol,Attock,Individual
Toyota,2009.0,2830000.0,270000.0,1300.0,Manual,Petrol,Islamabad,Individual
Suzuki,2018.0,1350000.0,140000.0,796.0,Manual,Petrol,Lahore,Individual
Toyota,2013.0,3850000.0,178000.0,1600.0,Automatic,Petrol,Islamabad,Individual
Toyota,2019.0,8500000.0,69000.0,1800.0,Automatic,Hybrid,Gujranwala,Individual
Toyota,2023.0,6550000.0,33000.0,1600.0,Automatic,Petrol,Faisalabad,Individual
Suzuki,2017.0,2390000.0,85000.0,1000.0,Manual,Petrol,Multan,Individual
Toyota,2006.0,3225000.0,272000.0,1800.0,Automatic,Petrol,Islamabad,Individual
Toyota,2021.0,4900000.0,47700.0,1600.0,Automatic,Petrol,Okara,Individual
Mitsubishi,2007.0,1575000.0,125808.0,660.0,Automatic,Petrol,Lahore,Individual
Toyota,2012.0,3100000.0,200000.0,1300.0,Manual,Petrol,Dina,Individual
Honda,2020.0,3750000.0,156400.0,1300.0,Automatic,Petrol,Lahore,Individual
Toyota,2011.0,2650000.0,140000.0,1300.0,Manual,Petrol,Peshawar,Individual
Fiat,2020.0,1200000.0,60000.0,660.0,Automatic,Petrol,Rawalpindi,Individual
Mitsubishi,2017.0,1750000.0,95250.0,660.0,Automatic,Petrol,Lahore,Individual
Suzuki,2016.0,2200000.0,126000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2026.0,4450000.0,50.0,1000.0,Manual,Petrol,Lahore,Individual
Toyota,2021.0,4250000.0,22365.0,1300.0,Manual,Petrol,Lahore,Individual
Honda,2020.0,4390000.0,23142.0,1500.0,Automatic,Petrol,Gujrat,Individual
Toyota,2022.0,4199000.0,129000.0,1000.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2022.0,3979999.9999999995,67000.0,1200.0,Automatic,Petrol,Lahore,Individual
Mercedes,2019.0,185000.0,44797.0,1600.0,Automatic,Petrol,Lahore,Individual
Suzuki,2022.0,3450000.0,60000.0,1000.0,Manual,Petrol,Islamabad,Individual
Suzuki,2018.0,3300000.0,114955.0,1300.0,Automatic,Petrol,Islamabad,Individual
Honda,2020.0,4390000.0,22958.0,1500.0,Automatic,Petrol,Gujranwala,Individual
Toyota,2012.0,3375000.0,90000.0,1500.0,Automatic,Hybrid,Lahore,Individual
MG,2022.0,6300000.0,6234.0,1500.0,Automatic,Petrol,Karachi,Individual
Toyota,2013.0,2750000.0,98600.0,1000.0,Automatic,Petrol,Lahore,Individual
Suzuki,2025.0,2900000.0,21000.0,660.0,Manual,Petrol,Karachi,Individual
Honda,2017.0,5195000.0,123000.0,1800.0,Automatic,Petrol,Lahore,Individual
Toyota,2016.0,3360000.0,162500.0,1300.0,Manual,Petrol,Lahore,Individual
Toyota,2014.0,2800000.0,116000.0,1000.0,Automatic,Petrol,Gujranwala,Individual
Jetour,2026.0,8000000.0,3500.0,1498.0,Automatic,Petrol,Multan,Individual
BMW,2006.0,5500000.0,200.0,3000.0,Automatic,Diesel,Khanewal,Individual
Toyota,2012.0,3700000.0,120000.0,1600.0,Automatic,Petrol,Peshawar,Individual
Daihatsu,2013.0,1989999.9999999998,124800.0,660.0,Automatic,Petrol,Lahore,Individual
Suzuki,2007.0,1050000.0,100000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2016.0,2400000.0,125.0,1300.0,Manual,Petrol,Lahore,Individual
Toyota,2012.0,3700000.0,93000.0,1300.0,Manual,Petrol,Lahore,Individual
Toyota,2013.0,7000000.0,150000.0,2700.0,Automatic,Petrol,Lahore,Individual
Daihatsu,2017.0,2990000.0,52000.0,660.0,Automatic,Petrol,Vehari,Individual
Honda,2014.0,3695000.0000000005,129000.0,1800.0,Automatic,Petrol,Mandi bahauddin,Individual
Suzuki,2015.0,1150000.0,63000.0,796.0,Manual,Petrol,Lahore,Individual
Honda,2021.0,2950000.0,26000.0,660.0,Automatic,Petrol,Peshawar,Individual
Toyota,2015.0,4200000.0,63000.0,1300.0,Automatic,Petrol,Lahore,Individual
Toyota,2016.0,4100000.0,96607.0,1600.0,Automatic,Petrol,Karachi,Individual
Suzuki,1994.0,380000.0,200000.0,1000.0,Manual,LPG,Karachi,Individual
Honda,2020.0,4450000.0,53000.0,1500.0,Automatic,Petrol,Rawalpindi,Individual
Honda,2022.0,5050000.0,62350.0,1500.0,Automatic,Petrol,Jalalpur Pirwala,Individual
KIA,2021.0,6850000.0,81500.0,2000.0,Automatic,Petrol,Sialkot,Individual
MG,2021.0,6200000.0,67336.0,1500.0,Automatic,Petrol,Lahore,Individual
Toyota,2022.0,5600000.0,58751.0,1600.0,Automatic,Petrol,Lahore,Individual
BMW,2004.0,4800000.0,100000.0,3600.0,Automatic,Petrol,Karachi,Individual
Toyota,2017.0,3850000.0,95000.0,1300.0,Manual,Petrol,Islamabad,Individual
Honda,2019.0,7295000.0,61000.0,1500.0,Automatic,Petrol,Lahore,Individual
Honda,2016.0,4950000.0,79525.0,1800.0,Automatic,Petrol,Lahore,Individual
Suzuki,2007.0,900000.0,50000.0,660.0,Automatic,Petrol,Rawalpindi,Individual
Suzuki,2019.0,1989999.9999999998,90000.0,1000.0,Manual,Petrol,Sialkot,Individual
Honda,2017.0,4700000.0,128000.0,1800.0,Automatic,Petrol,Lahore,Individual
Honda,2013.0,3180000.0,68000.0,1800.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2016.0,1889999.9999999998,60000.0,1000.0,Manual,Petrol,Islamabad,Individual
Toyota,2020.0,4800000.0,57600.0,1600.0,Automatic,Petrol,Kamoke,Individual
Honda,2013.0,2670000.0,67500.0,1500.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2007.0,930000.0000000001,55980.0,800.0,Manual,Petrol,Murree,Individual
Toyota,2007.0,2360000.0,100000.0,1500.0,Automatic,Petrol,Faisalabad,Individual
Suzuki,2022.0,3040000.0,50961.0,1000.0,Manual,Petrol,Lahore,Individual
Toyota,2021.0,4500000.0,290000.0,1500.0,Automatic,Petrol,Lahore,Individual
Toyota,1999.0,1150000.0,200000.0,1300.0,Manual,Petrol,Karachi,Individual
Suzuki,2013.0,2240000.0,87000.0,660.0,Automatic,Petrol,Peshawar,Individual
Suzuki,2006.0,985000.0,100000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2011.0,1125000.0,64000.0,800.0,Manual,Petrol,Islamabad,Individual
Toyota,2006.0,3250000.0,150000.0,1500.0,Automatic,Petrol,Rawalpindi,Individual
Suzuki,2005.0,1100000.0,30000.0,660.0,Automatic,Petrol,Karachi,Individual
Hyundai,2021.0,7150000.0,60000.0,2000.0,Automatic,Petrol,Faisalabad,Individual
Honda,2002.0,160000.0,300000.0,1600.0,Manual,Petrol,Islamabad,Individual
Honda,2023.0,3650000.0,21000.0,660.0,Automatic,Petrol,Lahore,Individual
Daihatsu,2008.0,1250000.0,145755.0,800.0,Manual,Petrol,Lahore,Individual
Honda,2018.0,3900000.0,110000.0,1500.0,Manual,Petrol,Faisalabad,Individual
Toyota,2026.0,8500000.0,359.0,1800.0,Automatic,Petrol,Islamabad,Individual
Toyota,2015.0,4100000.0,68000.0,1800.0,Automatic,Petrol,Karachi,Individual
FAW,2017.0,1395000.0,60000.0,1300.0,Manual,Petrol,Karachi,Individual
Jetour,2026.0,8350000.0,250.0,1498.0,Automatic,Petrol,Islamabad,Individual
Audi,2020.0,136000.0,60000.0,600.0,Automatic,Electric,Lahore,Individual
Honda,2016.0,4800000.0,54985.0,1500.0,Automatic,Petrol,Karachi,Individual
Honda,2023.0,4700000.0,73394.0,1500.0,Automatic,Petrol,Islamabad,Individual
KIA,2021.0,6600000.0,128000.0,2000.0,Automatic,Petrol,Islamabad,Individual
Daihatsu,2021.0,3500000.0,117420.0,658.0,Automatic,Petrol,Islamabad,Individual
Hyundai,2023.0,9400000.0,52000.0,2500.0,Automatic,Petrol,Islamabad,Individual
Honda,2021.0,6350000.0,55000.0,1800.0,Automatic,Petrol,Lahore,Individual
Suzuki,2014.0,1450000.0,14000.0,796.0,Manual,Petrol,Islamabad,Individual
Adam,2021.0,117000.0,58000.0,2800.0,Automatic,Diesel,Islamabad,Individual
Toyota,2009.0,2600000.0,100000.0,1800.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2004.0,890000.0,89000.0,1000.0,Manual,Petrol,Islamabad,Individual
Honda,2010.0,2840000.0,140000.0,1300.0,Manual,Petrol,Rawalpindi,Individual
Toyota,2003.0,1700000.0,133000.0,1000.0,Automatic,Petrol,Karachi,Individual
Suzuki,2019.0,210000.0,190000.0,1000.0,Manual,Petrol,Lahore,Individual
Honda,2017.0,4100000.0,79000.0,1800.0,Automatic,Petrol,Karachi,Individual
Toyota,2007.0,2700000.0,260000.0,1500.0,Automatic,Hybrid,Karachi,Individual
Toyota,2004.0,1775000.0,150000.0,1600.0,Automatic,Petrol,Karachi,Individual
Haval,2024.0,109000.00000000001,38000.0,1500.0,Automatic,Hybrid,Islamabad,Individual
Honda,2018.0,3400000.0,113974.0,1300.0,Manual,Petrol,Bahawalpur,Individual
Honda,1998.0,950000.0,90000.0,1500.0,Manual,Petrol,Islamabad,Individual
Toyota,2015.0,4550000.0,130000.0,1800.0,Automatic,Petrol,Lahore,Individual
Nissan,2022.0,3950000.0,114000.0,660.0,Automatic,Hybrid,Sialkot,Individual
Toyota,2013.0,3090000.0,160000.0,1500.0,Automatic,Petrol,Lahore,Individual
Toyota,2017.0,4170000.0000000005,88000.0,1300.0,Automatic,Petrol,Lahore,Individual
Toyota,2023.0,139000.0,40000.0,2800.0,Automatic,Diesel,Lahore,Individual
Honda,2024.0,8900000.0,30000.0,1500.0,Automatic,Petrol,Multan,Individual
Toyota,2025.0,6650000.0,5000.0,1600.0,Automatic,Petrol,Karachi,Individual
Honda,2024.0,4700000.0,7171.0,1200.0,Automatic,Petrol,Karachi,Individual
Toyota,2024.0,7850000.0,19000.0,1800.0,Automatic,Petrol,Lahore,Individual
Toyota,2025.0,7650000.0,22000.0,1800.0,Automatic,Petrol,Lahore,Individual
Haval,2025.0,105000.0,48000.0,1500.0,Automatic,Hybrid,Lahore,Individual
Changan,2023.0,7800000.0,7665.0,1500.0,Automatic,Petrol,Karachi,Individual
Toyota,2022.0,4100000.0,34014.0,1300.0,Manual,Petrol,Islamabad,Individual
Toyota,2000.0,1600000.0,210000.0,1000.0,Automatic,Petrol,Rawalpindi,Individual
Toyota,1993.0,600000.0,80000.0,1000.0,Manual,Petrol,Rawalpindi,Individual
Honda,2016.0,3479999.9999999995,55000.0,1300.0,Automatic,Petrol,Peshawar,Individual
KIA,2021.0,6800000.0,61000.0,2000.0,Automatic,Petrol,Karachi,Individual
Suzuki,2014.0,1185000.0,145000.0,796.0,Manual,Petrol,Islamabad,Individual
Changan,2024.0,8200000.0,19000.0,1500.0,Automatic,Petrol,Islamabad,Individual
Toyota,2019.0,5000000.0,28700.0,1300.0,Manual,Petrol,Farooqabad,Individual
Daihatsu,2006.0,700000.0,12.0,800.0,Manual,Petrol,Karachi,Individual
Honda,2019.0,5175000.0,40000.0,1800.0,Automatic,Petrol,Lahore,Individual
Honda,2005.0,1950000.0,150000.0,1300.0,Manual,Petrol,Lahore,Individual
Suzuki,2021.0,3100000.0,85000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2019.0,2150000.0,95000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2010.0,1495000.0,98000.0,660.0,Automatic,Petrol,Gujrat,Individual
Honda,2024.0,9300000.0,9500.0,1500.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2018.0,2585000.0,67000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2021.0,3100000.0,80000.0,1000.0,Manual,Petrol,Lahore,Individual
MG,2025.0,8950000.0,15708.0,1500.0,Automatic,PHEV,Lahore,Individual
Toyota,2005.0,8800000.0,153966.0,4000.0,Automatic,Petrol,Lahore,Individual
Toyota,2007.0,4250000.0,72000.0,1500.0,Automatic,Petrol,Quetta,Individual
Toyota,2022.0,138000.0,59931.0,2800.0,Automatic,Diesel,Karachi,Individual
Honda,2020.0,6950000.0,34000.0,1500.0,Automatic,Petrol,Peshawar,Individual
Haval,2025.0,9750000.0,17000.0,1500.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2015.0,1200000.0,80000.0,796.0,Manual,Petrol,Rawalpindi,Individual
Toyota,2014.0,3550000.0,145000.0,1600.0,Manual,Petrol,Islamabad,Individual
Suzuki,2007.0,800000.0,150000.0,1000.0,Manual,LPG,Karachi,Individual
Nissan,2019.0,3500000.0,40000.0,660.0,Automatic,Petrol,Hyderabad,Individual
Changan,2023.0,7600000.0,79000.0,1500.0,Automatic,Petrol,Quetta,Individual
Suzuki,2012.0,1320000.0,101000.0,1000.0,Manual,Petrol,Karachi,Individual
Hyundai,2022.0,9700000.0,24000.0,2500.0,Automatic,Petrol,Lahore,Individual
Haval,2026.0,9560000.0,20.0,1500.0,Automatic,Petrol,Islamabad,Individual
Toyota,1999.0,1415000.0,268000.0,1600.0,Manual,Petrol,Faisalabad,Individual
Toyota,2008.0,2380000.0,135000.0,1000.0,Automatic,Petrol,Lahore,Individual
Suzuki,2022.0,2595000.0,78000.0,660.0,Manual,Petrol,Lahore,Individual
Hyundai,2021.0,5750000.0,38000.0,2000.0,Automatic,Petrol,Lahore,Individual
Suzuki,1990.0,919999.9999999999,87000.0,1000.0,Manual,Petrol,Abbottabad,Individual
Honda,2016.0,3500000.0,180000.0,1300.0,Manual,Petrol,Faisalabad,Individual
Suzuki,2025.0,3240000.0,36000.0,660.0,Automatic,Petrol,Lahore,Individual
Daihatsu,2023.0,4175000.0,6500.0,660.0,Automatic,Petrol,Sialkot,Individual
Honda,2022.0,7390000.000000001,40000.0,1500.0,Automatic,Petrol,Islamabad,Individual
Honda,2004.0,1700000.0,220000.0,1600.0,Manual,Petrol,Peshawar,Individual
Toyota,2022.0,4475000.0,105.0,1300.0,Automatic,Petrol,Kamoke,Individual
Suzuki,2024.0,3250000.0,4900.0,660.0,Automatic,Petrol,Karachi,Individual
Hyundai,2025.0,121000.0,1800.0,1600.0,Automatic,Hybrid,Islamabad,Individual
Daihatsu,2023.0,3575000.0,20000.0,660.0,Automatic,Petrol,Islamabad,Individual
Honda,2014.0,3200000.0,159169.0,1800.0,Automatic,Petrol,Lahore,Individual
Toyota,2017.0,5400000.0,116000.0,1800.0,Automatic,Petrol,Islamabad,Individual
Suzuki,2017.0,2325000.0,148520.0,1000.0,Manual,Petrol,Islamabad,Individual
Honda,2016.0,4200000.0,126000.0,1500.0,Automatic,Hybrid,Karachi,Individual
Nissan,2024.0,4200000.0,12169.0,660.0,Automatic,Petrol,Lahore,Individual
KIA,2023.0,5350000.0,51460.0,1400.0,Automatic,Petrol,Lahore,Individual
Hyundai,2025.0,9100000.0,29500.0,1600.0,Automatic,Hybrid,Islamabad,Individual
Prince,2021.0,1095000.0,17000.0,800.0,Manual,Petrol,Karachi,Individual
Suzuki,2014.0,1550000.0,38039.0,1000.0,Manual,Petrol,Islamabad,Individual
Suzuki,2015.0,850000.0,50000.0,796.0,Manual,Petrol,Bahawalpur,Individual
Suzuki,2004.0,760000.0,150000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,1993.0,310000.0,150000.0,800.0,Manual,Petrol,Karachi,Individual
Honda,2012.0,2575000.0,266000.0,1800.0,Manual,Petrol,Lahore,Individual
Daihatsu,2022.0,3850000.0,60000.0,660.0,Automatic,Petrol,Sialkot,Individual
Mitsubishi,1990.0,1000000.0,195000.0,1300.0,Manual,Petrol,Karachi,Individual
Toyota,2011.0,4245000.0,137500.0,1800.0,Automatic,Hybrid,Karachi,Individual
Daihatsu,2011.0,1270000.0,90000.0,660.0,Manual,Petrol,Karachi,Individual
Toyota,2022.0,4710000.0,26500.0,1300.0,Automatic,Petrol,Faisalabad,Individual
Honda,2015.0,3850000.0,159120.0,1800.0,Automatic,Petrol,Lahore,Individual
Suzuki,2021.0,3345000.0000000005,49000.0,1000.0,Manual,Petrol,Lahore,Individual
Suzuki,2018.0,1460000.0,128000.0,796.0,Manual,Petrol,Lahore,Individual
Toyota,2020.0,6100000.0,76500.0,1800.0,Automatic,Petrol,Islamabad,Individual
Nissan,2011.0,3150000.0,123455.0,1600.0,Automatic,Petrol,Peshawar,Individual
Suzuki,2009.0,1265000.0,79000.0,1000.0,Manual,Petrol,Lahore,Individual
Toyota,2010.0,2450000.0,175000.0,1300.0,Manual,Petrol,Sialkot,Individual
